o	A man is walking across the green toward his golf ball.  He	draws a diagram showing how the system will perform when deployed.	throws the frisbee to his partner.	squats down and tries to gauge the break on his putt.	lays down on the green and tries to get some sleep.	2
o	George's car is the color of the midday sky.  It's	a majestic shade of orange.	a majestic shade of pink.	a majestic shade of red.	a majestic shade of blue.	3
o	My favorite color is the color of elephants. My favorite color is	gray	blue	black	red	0
o	My favorite color is the color of plants. My favorite color is	blue	purple	red	green	3
o	My car shines with the same color as the ocean. My car is	green	blue	orange	purple	1
o	The sky is	red	green	blue	orange	2
o	After studying all night, a group of students were preparing to	take a test	join a cult	sprint	fly out the window	0
o	I am falling behind in my classes. I should	go to office hours.	feel jealous of my success.	practice on my balance beam.	take a huge chug of vodka.	0
o	I feel conflicted between taking my exam honestly and cheating on it. I should	root for the better team.	consider the consequences of academic dishonesty.	eat a big meal before the exam.	tell the professor about my dilemma.	1
o	Today I was asked whether I would kill one man to save ten. I said	I would not kill the man, because he has been kind to me.	I would kill the man, because poverty is a big problem in the world.	I would not kill the man, because the ends do not justify the means.	I would kill the man, because when life gives you lemons, make lemonade.	2
o	A boy is holding a pack of baseball cards.  He	uses a microscope to investigate cultures on a slide.	likes them because he enjoys following basketball.	puts the pack into boiling water in order to preserve the quality of the cards.	opens the pack and begins looking through the cards.	3
o	A man is sitting on a park bench peeling a banana.  He	throws the peel hundreds of yards away.	re-affixes the peel and returns the banana to the grocery store.	tosses the peel into the trash can and begins eating.	eats the peel and sets the banana on fire.	2
q	A man is buying large numbers of bananas and pears.  He	throws the frisbee over the fence.	is not buying fruit.	puts exactly one banana and one pear into his cart and walks away.	puts dozens of both kinds of fruit into his cart.	3
o	A car has been completely crushed by a large tree.  The car	still runs great.	is more valuable than before.	makes a complete stop at the stop sign, then accelerates away.	may never drive again.	3
o	John hates to see his patients in pain during surgery. So, he	stitches them up hastily.	murders them.	gives them anesthetic.	kisses them.	2
o	A jogger noticed someone calling for help on their daily workout. The Jogger	leaped into action, hoping to help.	leaped into action, knowing the curse would ware off soon.	leaped into action, dancing their problems away.	leaped into action, running away.	0
o	Sarah is pretty ugly, so she decided to	put on more makeup.	picked her nose.	paint her water bottle a shade of pink.	wash off her makeup.	0
o	The magician was ready to reveal their next illusion. The magician	through a series of events made an audience member vanish.	read out loud peoples credit card info.	knew that no one would care what they did.	gazed upon the flowers on their suit.	0
o	The student was looking for a new way to help them fall asleep. The student	decided counting sheep was the way to go.	failed their most recent midterm.	was raised by a mathematician and a priest.	graduated their classes with high honors.	0
o	We realized that the paper this morning was full of old uninteresting news stories. We decided to	scrutinize it to every last detail.	throw it away.	frame it to the living room wall.	fold it a few times.	1
o	The farmer needed help with his taxes. The farmer	decided to hire an accountant.	fed his cows first, chickens second.	really enjoyed his life on the farm, tending the livestock.	ate corn and wheat products.	0
o	We needed a good estimate for the height of the tree, so we	chopped it down.	had a picnic under the tree instead.	used a ruler to tap it a few times.	measured the length of its shadow.	3
o	The pirate needed a worthy animal companion. The pirate	decided to give up his life of theft.	was attacked by parrots.	lost his favorite eye patch and yelled at the sea.	took his gold doubloons, and bought a dog.	3
o	The plumber started couples therapy last month. The plumber	really wants things to work out with his life partner.	fixed himself a nice gin and tonic.	decided to go expand beyond plumbing and become an electrician.	decided that he should shower more.	0
o	The politician really wanted to win their campaign for governor. The politician	took bribes and attacked people physically.	talked frankly and honestly about their love of financial meltdowns.	took counsel from professional advisers. 	committed them self to helping other people steal from taxpayers.	2
o	The prisoner decided to make his great escape. The prisoner	broke into a song and dance routine.	disguised himself as a guard and fled the prison.	took control of the prison and decided to rule it forever.	waited until 9 months for his sentence to be over, then went home.	1
o	The baker needed to decorate their cake. The baker	knew the customer wanted a creative design.	excelled at making bread and cupcakes.	fought their sister over leftover pink frosting and chocolate.	whipped up a batch of sugar cookies.	0
o	The florist needed to find a new supplier of daisies. The florist	picked sunflowers on their walk home.	sold sophisticated floral arrangements  in her store.	took a trip to Florida.	used the phone book to find some new contact information.	3
o	The cat needed some alone time from their owner. The cat	would meow constantly, begging for attention.	enjoyed eating fish and smelling catnip.	would hiss anytime a dog would pass by them.	would leave any room their owner would enter.	3
o	The writer needed to find a quiet place to work. The writer	loved playing hide and seek.	knew they could collect their thoughts better in silence.	wrote a lot of powerful tweets on twitter.	enjoyed answering questions about their fiction.	1
o	The chef wanted to make a Thanksgiving feast. The Chef	hated making Thanksgiving foods, refusing to make Turkey or Pie.	had a passion for killing turkeys.	instead played the movie Ratatouille .	worked very hard to prepare a meal his family would love.	3
o	The yoga instructor wanted to increase attendance for their classes. The yoga instructor	offered free sessions to peak peoples interests.	stopped teaching yoga.	threw yoga balls at anyone who challenged her creative spirit.	balanced work life with her personal life.	0
p	The juggler knew that polyamory was not for them. The juggler	juggled frequently at a local circus.	could no longer juggle three lovers.	could juggle chainsaws.	was also an acrobat.	1
o	A pinata was hung outside for several kids to hit it with a stick. The pinata	was filled with all the candy the parents could find.	could talk, amazing the children.	was filled with bees, which stung the kids.	was filled with pills, as a very sick joke.	0
o	A birthday card was left inside the man's cubicle. The birthday card	read "wow, wasn't Happy Death Day an interesting movie? It's so good and entertaining"	read "Happy Birthday John! Isn't funny how a year has passed and your still single? Anyway, your'e alone!"	read "The company is making me to give you a Birthday Card, I hope your happy"	read "Happy Birthday Casey! I really value our friendship!!"	3
o	A hoarder through therapy realized that they needed to change their lifestyle. The hoarder	continued hoarding because it was what was most natural to them.	fixed themselves a good drink from their collection of 80's discontinued sodas.	got rid of anything they did not need in their home.	decided to set their house on fire for a fresh start.	2
o	The librarian needed a way to organize their books. The librarian	decided to use the dewey decimal system.	pleaded with children in the library to be quiet.	provided books to children at a school.	read some of their favorite books for fun.	0
o	The printer had received several print commands but had completely run out of ink. The printer	was over three years old, with over 20,000 papers printed.	had worked wonders in the past on massive printing requests and continued doing so now.	needed to be attended to, if it was going to complete the requests sent to it.	continued printing papers with vibrant color.	2
o	The vegetarian decided cut off any animal products from their meals. The vegetarian	will continue to eat milk, cheese and eggs, however.	can now be considered vegan.	enjoys eating the occasional pulled pork sandwich.	will regret their life choices as meat is very tasty.	1
o	The man is planning a surprise party for his friend. He	will sleep for a long time	will cook dinner and invite friends	will take his dog for a walk	will take his parents to temple.	1
o	The cop found two students smoking weed outside a school. The cop	ran away from them as fast has he could.	sold them drugs, such as LSD and Heroine.	had to give them a ticket and warned them of possible jail time.	decided to light a cigarette with them.	2
o	The father denounced his son for his misdeeds. The son	took his family out for dinner	did not understand the probability theory	apologized for his mistake	lived happily ever after	2
o	A tiger is walking excitedly within a glass cage as people look on.  The tiger	is sound asleep.	paces back and forth nearby the glass.	turns left at the intersection.	has bright red plumage.	1
o	The wheels of the airplane hit the ground with a jolt. The captain	sings a song	says, “welcome to Atlanta”	has landed the plane	dies in the collision	2
o	There is a cat sitting by the window. The cat	is bouncing up and down.	is looking outside wistfully.	smells terrible.	morphs into a dog who looks outside.	1
o	The dog eats a lot. The dog	sleeps a lot.	figures out where the bed is.	cries a lot.	has been gaining some weight.	3
r	A man cutting cake for his daughter. The man	wishes his son a happy birthday.	sits by the window.	wishes his daughter a happy birthday.	goes to the store to buy cake.	2
p	The man is at the podium of a spelling  bee. The man	kills all the bees.	presents the prize.	gives honey to all the children.	loves to eat honey.	1
o	There is a long line outside the club. The bouncer	is completely inebriated.	is waiting in line to enter the club.	is sleeping very peacefully.	is standing guard by the door.	3
o	There is a line outside of best buy. The people	are trying to find the way home.	are enjoying a nice steak that is on sale today.	are waiting to shop for some sale items.	are attending a lecture at school.	2
o	The agent pulls out a gun. The agent	shoots the transgressor. 	eats the gun.	pulls out a rabbit out of his hat.	shoots photos of his wife.	0
o	The man enter his house. The man	can't find the keys to unlock the door.	goes to school at his university.	eats the garbage.	takes his shoes off.	3
o	The magician is performing on stage. The magician	attends school to learn magic.	is training for a marathon in magicville.	pulls the cat out of a bag.	is eating dinner with his friend.	2
o	The rabbit is running from the fox. The fox	is sleeping in a cave.	is trying to become friends with the rabbit.	is being domesticated.	is hunting.	3
o	The men are attending a prayer. The men	are sitting at a mosque.	studying about prayer at their school.	are on the way to the party.	eating together very happily.	0
o	The man is walking to the cinema. The man	dislikes movies.	is eating with his data at home.	is on a date. 	is learning to speak german.	2
p	The email account is being hacked. The account	has a weak password.	hacks away at the man.	coughs and hacks because it is sick.	has lots of money stored in it.	0
o	The runner is running a race. The runner	is sleeping.	looks at his medal with glee.	is not doing so well.	enjoys a nicely carbohydrate enriched breakfast.	2
o	The dog is chasing the cat. The cat	is trying to find the cat food.	is sharing a meal with the dog.	is hunting a mouse.	is terrified.	3
q	The man is counting to three. The man	is at number 1.	is at number 5.	is at number 6.	is at number 10.	0
o	The man is sharing some pasta with his date. His date	stood him up.	looks lovingly into his eyes.	is not there.	has to be postponed.	1
o	The man puts on his jacket. The man	is looking for food in his fridge.	pets his dog.	is trying not to freeze.	is playing frisbee with his mouth.	2
o	The child is learning how to walk. The child	is sleeping.	runs a marathon.	figures out how to dance.	breaks his fall with his face.	3
o	The teacher is teaching the kids calculus. The teacher	engages with the students well.	is eating at her desk with headphones on.	is arguing with her husband over the phone.	is learning calculus.	0
o	The man is listening to his headphones. The man	is trying to study. 	is having a conversation with someone in front of him.	is trying to teach students.	is in the shower.	0
o	The child is reading Harry Potter. The child	is at disney world.	looks up a word.	is eating at a restaurant.	is at the cinema watching Harry Potter.	1
o	The jacket is keeping the man warm. The man	is cold.	is in the fridge.	will be cold.	was cold.	3
o	The carefully generated words were classified incorrectly to the network. The network	eats dinner.	ceases to be useful. 	is being used to call a classification expert.	raises prices.	1
o	The man is sitting on a chair. The man	He is tired from standing. 	He is walking to a lecture.	He is running a marathon.	is playing soccer.	0
o	The tired man drinks an energy drink. The man	hopes to still be tired.	hopes to sleep soon.	has just finished a marathon.	will be sleeping soon.	2
o	The scientist eats a banana. The scientist	is hungry.	hates bananas.	is trying to eat his lab equipment.	is giving a lecture.	0
p	The artist is painting a banana. The artist	looks at the banana.	is hungry.	eats the banana.	hates bananas.	0
o	The artist looks at the banana. The artist	paints a portrait of his father.	paints a rhino.	eats a banana.	sketches a orange.	2
o	The forest is on fire. The forest	won the lottery.	is being flooded.	is making the atmosphere black.	is killing the fox.	2
o	The men are sitting together at the church. The men	singing in a band.	are studying together about physics.	attending a mass.	are talking on the phone and cursing loudly.	2
o	The motorist is on the speedway. He is	is at the restaurant.	trying to find police cars.	on his way home from work.	walks his cat.	2
o	A driver likes speeding and sees a police car in a couple of hundred meters. The driver	gets a ticket.	loves his fast dog.	kisses his wife.	also likes police cars.	0
r	The teacher is giving a lecture. The lecture	engages the students.	is eating his breakfast.	is teaching the teacher.	loves to teach the students.	0
o	The headphones are playing music from a known band. The headphones	are on fire.	are black.	are hot.	is liquid.	1
o	The man is at the kitchen. The man	is telling the waiter what he wants to eat.	cleans.	watching tv.	playing chess.	1
p	A woman's favorite food to eat is a date. The date	will be in a nice bar.	is with a tasty man.	is juicy.	is her first one after a long time.	2
o	A student grabs his smartphone. The student	texts his mother.	writes an essay.	drowns the phone.	throws the smartphone at the teacher.	0
o	A student receives a rebuking letter from the school. The student	responds to the love letter.	loves his teacher.	likes cows	beat up his friend during the break.	3
o	A dog and a cat and a horse are land creatures. They	all have the same speed.	fly through the air.	all have the same size.	do not have gills like fish.	3
o	A student likes to eat almonds. The almonds	fly around.	can swim.	can drive the teachers car.	are part of a trail mix.	3
o	A boy is flying a kite on a summer day.   He	uses the kite to author computer programs.	has dinner.	makes the kite do loops in the air and smiles.	runs for cover from the rain.	2
q	Carl has two dogs named Sundance and Midnight.	Sundance is a female, and the other two dogs are male.	Sundance is male, and Midnight is female.	Sundance is not a canine, but Midnight is.	Midnight is not a canine, and neither is Sundance.	1
o	There is a dog sitting by the window. The dog	morphs into a dog who looks outside.	is looking outside happily.	is bouncing up and down.	smells terrible.	1
o	A boy is running across a field wearing a green shirt.  He	smiles because his shirt is bright red.	gets tired and begins to slow down.	tosses and turns as he tries to fall asleep.	is trying to move as slowly as possible.	1
q	I have a younger brother. I	am a supportive younger sister to him.	will be twenty when he is fifteen.	will be fifteen when is twenty.	wonder if he has any siblings.	1
o	A boy is running across a field wearing a green shirt. He	smiles because his shirt is bright green.	smiles because his shirt is bright red.	is trying to move as slowly as possible.	tosses and turns as he tries to fall asleep.	0
o	There is a long line outside of best buy. The people	are enjoying a nice steak that is on sale today.	are attending a lecture at school	are trying to find the way home.	are waiting to shop for some sale items.	3
o	A boy is running across a field. He	gets tired and begins to slow down. 	tosses and turns as he tries to fall asleep.	smiles because his shirt is bright red.	is trying to move as slowly as possible.	0
o	The man is performing magic on stage. He	is training for a marathon in magicville.	attends school to learn magic.	pulls the cat out of a bag.	is eating dinner with his friend.	2
o	The rabbit is running from the lion. The lion	is hunting.	is trying to become friends with the rabbit.	is sleeping in a cave.	is being domesticated.	0
o	The woman is walking to the cinema. The woman	is learning to speak german.	dislikes movies.	is on a date.	is eating with her date at home.	2
q	The woman is counting to three. The woman	is at number 6.	is at number 1.	is at number 10.	is at number 5.	1
o	The professor is teaching the kids physics. The professor	is arguing with her husband over the phone.	engages with the students well.	is eating at her desk with headphones on.	is learning physics.	1
o	The paleontologist eats a banana. He	hates bananas.	is trying to eat his lab equipment.	is giving a lecture.	is hungry.	3
o	The woman is at the kitchen and the stove is on. She	cleans.	playing chess.	is telling the waiter what she wants to eat.	watching tv.	0
o	An red elephant statue is sitting on a desk.  It	is a particularly bright shade of blue.	looks like an expensive antique carving.	is much larger than a skyscraper.	is motionless and green.	1
p	I eat a hot dog. The hot dog	eats his food.	prepares dinner.	wags his tail.	is spicy.	3
o	A woman is sitting at a table.  She	is eating dinner.	breaks the table using human hair.	flies the airplane into the ground.	is not sitting at a table.	0
o	A student is sitting in class. He	decided to become a train.	is doing his homework.	thinks the earth is flat.	is preparing dinner.	1
r	Ashley walks her dog around her neighborhood. She	then goes to the park	wags her tail	then laps up water from the faucet	catches the frisbee in her mouth	0
r	Jennifer walks her dog, Bill, around her neighborhood. She	then goes to the park	then laps up water from the faucet	catches a frisbee in her mouth	wags her tail	0
o	A girl cleans her new car. It	stops at a red light	signals a left turn	is no longer dirty	changes lanes	2
o	A woman sits at a table, and then	becomes a man.	takes a bath.	crash the flight into ground.	eats dinner.	3
o	I go into the bathroom, to	so that I can walk back out.	eat my dinner.	exercise.	brush my teeth.	3
o	Two men play chess in a park. They	each eat a three course dinner	reach a stalemate	each feed the birds	laugh uncontrollably	1
o	An audience is unhappy with the comedian's standup performance. They	bake a cake	laugh uncontrollably	throw tomatoes at him	invite him over for dinner	2
o	An audience is unhappy with the comedian's standup performance. They	boo him off stage	call in sick from work	laugh uncontrollably	invite him over for dinner	0
r	A woman sees a bear in the woods. She	runs away and hides	eats honey from a bee hive	catches salmon in a river	growls ferociously on all four limbs	0
o	Tom likes beef and Tony dislikes pork, so when dating they usually eat	pork	vegetables and pork	beef and pork	beef	3
o	Tom really enjoys all kinds of delicious food and he wants to rent a room, he would prefer to rent	a grocery store	a supermarket	an apartment near many restaurants	a restaurant	2
p	A man is driving a car. He is	not driven by material possessions.	not saving the planet.	examining the drivers of modern life.	going to work.	3
o	Jack lost his backpack, so he decided to	buy a new basketball	lend his backpack to Mary	buy a new one	sell his backpack in the used backpack market	2
o	A dog runs across a field as a frisbee flies through the air. The dog	leaps through the air and catches the frisbee in its mouth.	can't catch a break.	loves the song strawberry fields and uses its mouth to sing.	is a drawing and has no mouth.	0
o	The chef added a potato and some celery to the pot. The chef	food meal stew potato.	performs an interpretive dance.	is making a stew.	thought about the meaning of life.	2
p	A woman is taking a picture. She	pictures all the possibilities of tomorrow.	is inside an art museum.	believes in aliens.	smiles for the camera.	3
o	A dog wags his tail. He is	dog dog dog.	barking like a human.	a very happy dog.	a dog who speaks although this dog has more dog features than most dogs.	2
p	A chef is making a stew. He	runs to the kitchen and transforms into a potato.	adds celery to the pot.	pulls out his mixer and then burns a mix tape.	discusses why cooking is the worst and he cries like he was cutting onions.	1
o	A chef is in the kitchen. He	mixes together beef and marsala wine.	cooks a stew by placing a cookbook in a pot.	runs from the onions, celery and carrots.	bakes a sweet cake full of garlic, raw fish and raw steak.	0
o	A chef is in the kitchen. He	stirs and shakes the live lobster until it combusts.	jumps inside the pot, along with the carrots and onions.	tastes the dish he is making.	bakes a cake with raw meat, rancid fish and tacos.	2
o	People are boarding a school bus.  They	walk in the door and file into seats starting from the back.	are motionless.	encircle the bus and lift it high into the air.	will eat perform a medical procedure while there.	0
o	A cat is running full speed across a carpet.  It	leaps over a handbag on the floor and keeps going.	proves theorems daily.	asks a question of each person in the room.	turns its head to lap up the milk.	0
r	While the woman cooked, her son sat in the living room. The son	watched his favorite tv show	cooked a new recipe	put the food in the oven	opened the refrigerator	0
o	A man added dog treats, dog food, and cat litter to his grocery list. He	took his dog for a walk	gave a dog treat to his dog	wags his tail	then drove to the store near his house	3
r	Jack married with Jenny and have a baby, Bob. Bob is	Jenny’s daughter	Jack’s son	Bob’s baby	Jenny’s wife	1
o	Andy was my roommate in high school, Alan was my roommate in undergraduate and now I am living in a single studio. I	Live with Andy and Alan now	Live with others now	Have no roommate now	Live with Andy now	2
o	A lion is prowling through the grass.  He	spots an antelope and pounces.	is a reptile and a predator.	measures from the bottom of the meniscus.	multiplies by the derivative of the inside function.	0
o	The boy casts his net into the ocean and catches a fish. The boy	swims down a waterfall	eats plankton	reels his net back in	breathes with its gills	2
o	A pride of lions closed in on gazelle along a riverbed. They then	prepared the dining table	killed and ate its carcass	sunbathed and purred along the riverbed	drank water in the river with the gazelle	1
r	A cat jumps on the kitchen floor to eat its food. The food	cooks a new dish	meows to get its owner's attention	purrs for more food	is cold and brittle	3
o	A jogger runs past two intersections and make a left at a stop sign. She	drives until the next intersection	runs for two more miles	makes a halting stop then turns on her break lights	signals an illegal turn then reverses	1
p	An architect retrieves his compass. He	computes the area of a circle	explores the open sea	draws building dimensions on a canvas	uses his compass to find the north cardinal direction	2
o	The hungry tiger woke up. It started looking for	a soft couch.	twenty bucks.	food.	a pen and paper.	2
i	I was fired tonight and my wife dumped me. I'm looking for	my running shoes.	a new fur coat.	a shoulder to cry on.	two peas in a pod.	2
i	It's my birthday but I have homework. It's okay though because the problem set is	in the mood for a good time.	a timid cat.	full of ants.	a piece of cake. 	3
i	I was intensely playing basketball in the park so	I was sweating tree sap.	I was sweating blood.	I was sweating iron filings.	I was sweating bullets.	3
o	On the last day of high school	a dog flew.	my pencil tip combusted from the fire I was writing.	my friends and I signed each others yearbooks.	the teacher helped us focus by dancing the chicken.	2
o	My cat recently had a litter of kittens. Each of the kittens	was a puppy.	stayed with the mom.	read a tome.	danced the salsa while eating salsa.	1
o	While the teacher wrote on the blackboard	the blackboard turned into a whiteboard.	the principal dragged an iguana by the ear into the room.	the chalk broke.	a toilet walked in late.	2
o	It was Christmas Eve and in the North Pole, Santa was	petting a camel.	getting ready to hibernate.	eating Rudolph's daughter for dinner.	loading his sleigh.	3
o	A man loves Spiderman. He has	all of the action figures	a smelly thumb	a fear of spiders	a giant spiderweb in his room	0
o	I am a vegan. I like to	run	eat steak	save the animals	throw vegetables	2
o	I ran across the street to catch the	bus	chicken	football	car I was driving	0
o	I am a large, floating vehicle in the ocean. I am	a fish	a boat	fishing	swimming	1
o	I am a tiny, black animal with 6 legs. I am	a beetle	a cat	an ipad	a dog	0
o	I am a dog. I like to	lie on roof	smell bars of soap	eat brains	lick my owner	3
i	I might be small, but I have a big heart. I love to	help others	giant basketball	trucks	eat a lot of food	0
q	The fifth letter in the alphabet is	a	c	e	b	2
q	The sixteenth letter in the alphabet is	q	g	y	a	0
q	two plus two is	four	two	eleven	three	0
q	three minus one is	three	four	one	two	3
q	eight minus seven is	two	seven	one	eight	2
q	ten minus nine is	eight	ten	nine	one	3
q	six minus five is	four	six	one	five	2
q	eleven minus ten	ten	one	eleven	nine	1
q	twelve minus eleven	nine	eleven	one	twelve	2
q	one plus two	one	two	four	three	3
q	two plus three is	four	three	two	five	3
q	three plus four is	three	one	four	seven	3
q	four plus five is	five	four	nine	once	2
q	five plus six is	six	one	five	eleven	3
q	six plus seven is	seven	one	thirteen	six	2
q	seven plus eight is	fifteen	one	eight	seven	0
q	one plus four is	five	two	one	four	0
q	one plus six is	seven	eight	one	six	0
q	one plus seven is	seven	one	eight	two	2
q	one plus nine is	two	nine	ten	one	2
q	one plus fifty-two	two	one	four	fifty-three	3
q	8 divided by 2	ten	eight	two	four	3
q	nine divided by three is	one	nine	four	three	3
q	fifteen divided by five is	five	one	two	three	3
o	Our family sat down together at the Thanksgiving table.  Everyone	wore white shirts and pants to catch the paint splatter.	kept careful watch out the window as the zombie invasion had been announced on the news.	piled their plates high with mashed potatoes and cranberry sauce.	had a pocketful of cash in preparation for a long night of poker.	2
o	A fire broke out in the forest. It	lit up the night.	destroyed the lake.	cooked some bacon.	burned down some skyscrapers.	0
o	The firefighters finally put out the fire. They	went home and slept.	took off into orbit.	threw a birthday party.	started another fire.	0
o	The man let the dog off the leash. The dog	wound up lost.	made amends for a bone.	flew to the moon.	bought a new home.	0
o	The firefighter lit a fire in a fireplace. He	put some more wood on it.	communicated with smoke signals.	put it out.	decided to burn down the house.	0
o	The couple decided to go backpacking. They	bought a sports car.	bought some school supplies.	bought a rocket ship.	bought a small tent.	3
o	The couple decided to go hiking. They	packed some sandwiches.	packed a crock pot.	packed some seeds.	put on some slippers.	0
o	They started the smoker and went inside to	make a call to the president.	get the pork chops.	tell their children about mortality.	get a pack of cigarettes.	1
p	They went to a bar. At the bar, they bought a flight	for some escaped convicts.	of birds.	to another country.	of beers.	3
o	The woman screened her calls to	avoid talking to telemarketers.	invest in a high-performing stock.	prevent bugs from getting in.	dodge the president.	0
i	The man was embarrassed when he said something cheesy about his friends. He said that they	always bought gouda	were the wind beneath his wings.	were worth a cheese wheel	were all cheddar	1
i	The old man says that balance is important for a healthy life. He means	don't trip while you're walking on the sidewalk.	don't fall into the sun.	even too much of a good thing can be bad.	don't fall off of buildings.	2
o	The carpenter went over to the board. He	asked it out for a date.	went surfing.	pitched a new idea.	drove a nail into it.	3
o	The woman admired the stars through the glass ceiling. She was thankful that	it wasn't cloudy.	her car was still running.	the HR department changed their policies.	she had a good dog.	0
o	The right-leaning man didn't like the left wing. He	flew his plane unevenly.	always gave the right wing presents.	would never vote for a progressive.	bought a company that manufactured right wings.	2
o	The woman called home. She	was out of quarters.	was calling from a spaceship.	had just run out of batteries in her cellphone.	asked to speak to her mother.	3
p	The man added to his bucket list. He	wanted to order new handles.	needed new equipment to finish the job.	lost the bet.	decided that someday he had to go to Tahiti.	3
p	The woman enjoyed the dog days of summer. She	went skiing.	always liked the hottest days best.	sold couches.	really loved hanging out with dogs.	1
p	The woman was saving for a rainy day. She	wanted to be sure she could buy an umbrella.	wanted to be financially secure.	sold spaceships for a living.	hated the snow.	1
o	The woman decided to start investing for her retirement. She	bought a company.	opened an IRA.	saved coupons.	called the social security office.	1
o	The school was closed for the holiday. The student	went on strike.	took up gambling.	started an aerospace business.	stayed home and played video games.	3
o	The parched man could not find any water in the desert. He	ordered a soda at the vending machine	drank two gallons of water	collapsed	decided to eat some sand	2
o	A clown entertains children at a birthday party. He	paints the entire house in red and white stripes	blows balloon animals for the children	burns the children's toys and birthday cake	kidnaps the children	1
r	The owner washes his dog before going to the vet. The owner	wags his tail	runs up the wall	barks and jumps out of the water	closes the shower door	3
o	Mother began to fire up the stove to	begin cooking dinner.	boil some spoons.	set off the alarm.	signal for help.	0
o	A magician performs his next magic trick. He	points to New Zealand on a map	guesses each audience member's social security number	pours magic gasoline on the venue and sets it ablaze with a mystical lighter	pulls a rabbit out of a hat	3
p	The student proved that she was brighter than the rest at the spelling bee, so	she won an award.	she was painted a darker shade of blue.	she put on her bee suit and got some honey.	she started to run away.	0
o	The boy accidentally left his teddy bear on the bench. The boy	ran back to pick it up.	got some honey.	ran away.	hid behind his mother.	0
o	A man jumps into the ocean. He	swims on the back of a shark and coordinates a flash dance with dolphins	swallows an entire school of fish	goes underwater cavediving	evaporates the entire sea	2
